"","X.2","X.1","X","CaseID","Opened","Closed","Updated","Status","Status.Notes","Responsible.Agency","Category","Request.Type","Request.Details","Address","Supervisor.District","Neighborhood","Point","Source","Media.URL","Lat","Long","Census.Block","Zip","Map.Url","Resolve.Time"
"41",41,41,1314040,608891,2010-02-25 08:53:00,2010-03-11 17:16:00,"03/11/2010 05:16:00 PM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Signal_box - Not_Offensive","Intersection of DIVISADERO ST and HAYES ST",5,"Western Addition","(37.7749918468372, -122.437798680015)","Voice In",NA,37.7749918468372,-122.437798680015,60750164001,"94117","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7748882,-122.4375952,0,0,|&center=37.7748882,-122.4375952&zoom=15&rand=-200087487",344.38
"42",42,42,89132,5241017,2015-10-30 22:16:00,2015-11-03 08:03:00,"11/03/2015 08:03:00 AM","Closed","DPT Abandoned Vehicles- Gone on Arrival - 11-2-15 @1231   HRS #   229","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle -","BlackWhite - Ford -  - 7C01750","Intersection of 44TH AVE and QUINTARA ST",4,"Outer Sunset","(37.7474621277726, -122.502870502016)","Web Self Service",NA,37.7474621277726,-122.502870502016,60750354002,"94116","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7475103,-122.5017979,0,0,|&center=37.7475103,-122.5017979&zoom=15&rand=115967263",82.78
"43",43,43,972437,1120983,2012-05-09 12:50:00,2012-05-10 09:46:00,"05/10/2012 09:46:00 AM","Closed",NA,"DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of SANSOME ST and WASHINGTON ST",3,"Financial District","(37.7957192645648, -122.401675950666)","Voice In",NA,37.7957192645648,-122.401675950666,60750611001,"94111","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7955437,-122.401385404319,0,0,|&center=37.7955437,-122.401385404319&zoom=15&rand=-1314381271",20.93
"44",44,44,164114,4996525,2015-08-13 17:38:42,NA,"12/14/2015 12:00:00 PM","Open","accepted","DPW BSM Queue","Illegal Postings","Illegal Postings - Affixed_Improperly",NA,"Intersection of FELL ST and STANYAN ST",5,"Panhandle","(37.7719305017328, -122.454083090168)","Open311",NA,37.7719305017328,-122.454083090168,60750165004,"94122","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7718606,-122.454739209754,0,0,|&center=37.7718606,-122.454739209754&zoom=15&rand=-780593070",NA
"45",45,45,1081772,958525,2011-09-08 17:14:17,2011-09-09 15:05:47,"09/09/2011 03:05:47 PM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Pole - Offensive","Intersection of 6TH AVE and FULTON ST",1,"Inner Richmond","(37.7736240574289, -122.463749278106)","Web Self Service",NA,37.7736240574289,-122.463749278106,60750452002,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7736584,-122.4644242,0,0,|&center=37.7736584,-122.4644242&zoom=15&rand=1598674614",21.86
"46",46,46,251621,4703988,2015-04-28 17:34:00,2015-05-01 09:10:00,"05/01/2015 09:10:00 AM","Closed","Case Completed - resolved: POSTED. DS. 4.29","DPW Ops Queue","Graffiti Private Property","Not_Offensive Graffiti on Private Property","Building_commercial - Not_Offensive","736 VALENCIA ST, SAN FRANCISCO, CA, 94110",8,"Mission Dolores","(37.761143906203, -122.421685585602)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/55402726df86b54c0783ecf8/photo_20150428_173412.jpg",37.761143906203,-122.421685585602,60750207001,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7611251,-122.42182827094,0,0,|&center=37.7611251,-122.42182827094&zoom=15&rand=-1829662816",63.6
"47",47,47,34805,5413139,2015-12-29 12:09:41,2015-12-29 14:27:12,"12/29/2015 02:27:12 PM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","Bulky Items","Electronics","Intersection of BAY SHORE BLVD and HILTON ST",9,"Apparel City","(37.739059882372, -122.407114194451)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/5682e87ddf86e72091fe91a4/photo_20151229_120724.jpg",37.739059882372,-122.407114194451,60750251003,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7393662,-122.4070615,0,0,|&center=37.7393662,-122.4070615&zoom=15&rand=-1457931696",2.29
"48",48,48,356956,4335662,2014-12-26 13:18:00,2015-01-02 12:59:00,"01/02/2015 12:59:00 PM","Closed","Case Transferred - psr 466776","MUNI Work Queue","MUNI Feedback","MUNI - Services_Service_Delivery_Facilities","606_Wheelchair_Lift_Securements_Defective","Intersection of GEARY BLVD and 5TH AVE",1,"Inner Richmond","(37.7810700970121, -122.463210704945)","Voice In",NA,37.7810700970121,-122.463210704945,60750451003,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7808654,-122.4636925,0,0,|&center=37.7808654,-122.4636925&zoom=15&rand=-553688303",167.68
"49",49,49,1093340,940760,2011-08-14 21:08:46,2011-08-19 07:05:58,"08/19/2011 07:05:58 AM","Closed",NA,"DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Other - Offensive","255 TOWNSEND ST, SAN FRANCISCO, CA, 94107",6,"South of Market","(37.778081832, -122.393528204)","Web Self Service",NA,37.778081832,-122.393528204,60750607001,"94158","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.77810465,-122.392876485395,0,0,|&center=37.77810465,-122.392876485395&zoom=15&rand=-1907918807",105.95
"50",50,50,1206369,773799,2010-11-17 11:53:18,2011-02-01 14:13:23,"02/01/2011 02:13:23 PM","Closed",NA,"DPT Meter_Bike Queue","Damaged Property","Damaged Parking_Meter","Parking_Meter","Intersection of GEARY BLVD and SAINT JOSEPHS AVE",2,"Western Addition","(37.7828853497266, -122.442793026248)","Voice In",NA,37.7828853497266,-122.442793026248,60750155003,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.783152,-122.442637251998,0,0,|&center=37.783152,-122.442637251998&zoom=15&rand=604347492",1826.33
"51",51,51,21007,5451606,2016-01-10 19:32:22,2016-01-12 11:16:28,"01/12/2016 11:16:28 AM","Closed","Case Completed - resolved: SES Graffiti Crew  - Paint - Structure - Public Retaining Wall","DPW Ops Queue","Graffiti Public Property","Not_Offensive Graffiti on Public Property","Sidewalk_structure - Not_Offensive","Intersection of ALEMANY BLVD and NAGLEE AVE",11,"Outer Mission","(37.7138861920697, -122.448950335186)","Voice In",NA,37.7138861920697,-122.448950335186,60750262001,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.71265,-122.4474089,0,0,|&center=37.71265,-122.4474089&zoom=15&rand=1461127406",39.73
"52",52,52,700901,2875423,2013-09-26 13:11:33,2013-09-27 10:18:28,"09/27/2013 10:18:28 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","Missed_Route_Mechanical_Sweeping","Missed_Route_Mechanical_Sweeping","324 WAYLAND ST, SAN FRANCISCO, CA, 94134",9,"Portola","(37.725900551041, -122.405363998186)","Voice In",NA,37.725900551041,-122.405363998186,60750257021,"94134","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7256587,-122.4060712,0,0,|&center=37.7256587,-122.4060712&zoom=15&rand=-1683589838",21.12
"53",53,53,577593,3486567,2014-03-24 20:07:22,2014-08-21 17:25:09,"08/21/2014 05:25:09 PM","Closed","Case Resolved -","Housing Authority SR Queue","SFHA Requests","SFHA Priority - Routine","Glaziers","1800 26TH ST, SAN FRANCISCO, CA, 94107",10,"Potrero Hill","(37.750678127593, -122.402527440977)","Voice In",NA,37.750678127593,-122.402527440977,60750614001,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7505766,-122.4025996,0,0,|&center=37.7505766,-122.4025996&zoom=15&rand=-113027359",3597.3
"54",54,54,1045802,1012069,2011-11-28 12:20:33,2011-11-29 16:03:46,"11/29/2011 04:03:46 PM","Closed",NA,"DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","MULTII - Chevy - c-5500 - 52849b1","Intersection of 15TH ST and RHODE ISLAND ST",10,"South of Market","(37.7673733096707, -122.402807060731)","Voice In",NA,37.7673733096707,-122.402807060731,60750607002,"94107","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7680081,-122.402397126936,0,0,|&center=37.7680081,-122.402397126936&zoom=15&rand=-1164776248",27.72
"55",55,55,933888,1216543,2012-08-01 10:15:00,2012-09-02 10:15:00,"09/02/2012 10:15:00 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Sidewalk_Cleaning","Sidewalk_Cleaning","Intersection of TAYLOR ST and UNION ST",3,"Russian Hill","(37.7998242451267, -122.414119734296)","Voice In",NA,37.7998242451267,-122.414119734296,60750103002,"94133","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7998281,-122.4141242,0,0,|&center=37.7998281,-122.4141242&zoom=15&rand=-984097380",768
"56",56,56,461322,3943486,2014-08-23 05:32:13,2014-08-23 08:08:00,"08/23/2014 08:08:00 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Glass","100 MCALLISTER ST, SAN FRANCISCO, CA, 94102",6,"Civic Center","(37.781020187722, -122.414049088581)","Voice In",NA,37.781020187722,-122.414049088581,60750124021,"94115","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7810161,-122.4141316,0,0,|&center=37.7810161,-122.4141316&zoom=15&rand=1597868103",2.6
"57",57,57,1255314,699497,2010-07-24 09:30:15,NA,"07/24/2010 09:31:50 AM","Open",NA,"DPW BSM Queue","Sidewalk or Curb","Sidewalk_Defect","Collapsed_sidewalk","82 LYELL ST, SAN FRANCISCO, CA, 94112",8,"Outer Mission","(37.731309606, -122.431804753)","Voice In",NA,37.731309606,-122.431804753,60750255002,"94112","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7307246,-122.431510994731,0,0,|&center=37.7307246,-122.431510994731&zoom=15&rand=-1938639427",NA
"58",58,58,302119,4527323,2015-02-26 14:12:00,2015-05-08 11:45:00,"05/08/2015 11:45:00 AM","Closed","Scheduled -","DPT SignShop Surveyed - Area 2 Queue","Sign Repair","Sign - Bent","Street_Cleaning - Bent; support - Leaning","3386 19TH ST, SAN FRANCISCO, CA, 94110",9,"Mission","(37.760380924327, -122.418984587664)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54ef9a32df86cdc211f86cc5/photo_20150226_141110.jpg",37.760380924327,-122.418984587664,60750208002,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7605363,-122.4191351,0,0,|&center=37.7605363,-122.4191351&zoom=15&rand=-1779506507",1700.55
"59",59,59,249648,4710622,2015-05-01 07:02:00,2015-05-01 15:20:00,"05/01/2015 03:20:00 PM","Closed","Case Completed - resolved: 1098","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of 42ND AVE and PACHECO ST",4,"Outer Sunset","(37.7494249803944, -122.500857370949)","Open311",NA,37.7494249803944,-122.500857370949,60750353006,"94116","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7494258,-122.500857,0,0,|&center=37.7494258,-122.500857&zoom=15&rand=310997920",8.3
"60",60,60,29902,5427081,2016-01-03 13:22:25,2016-01-08 08:56:44,"01/08/2016 08:56:44 AM","Closed","DPT Abandoned Vehicles- Gone on Arrival - 1-7-16 @   1100  HRS # 229","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Other","GOLD - TOYOTA - SIENNA - 5MJF578","1215 29TH AVE, SAN FRANCISCO, CA, 94122",4,"Outer Sunset","(37.76458381108, -122.488082181945)","Voice In",NA,37.76458381108,-122.488082181945,60750327001,"94116","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7537689,-122.4871809,0,0,|&center=37.7537689,-122.4871809&zoom=15&rand=-1793377310",115.57
"61",61,61,795672,2282639,2013-04-24 10:32:29,2014-04-05 08:09:29,"04/05/2014 08:09:29 AM","Closed","Case Resolved -","SFMTA - Temporary Sign Request Approved Queue","Temporary Sign Request","Temporary Sign Request for Moving_residential_property","100 ft zone requested from 04/29/2013 to 04/29/2013","2778 GOLDEN GATE AVE, SAN FRANCISCO, CA, 94118",1,NA,"(37.77697685, -122.45642212)","Voice In",NA,37.77697685,-122.45642212,60750156002,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.777026,-122.4551239,0,0,|&center=37.777026,-122.4551239&zoom=15&rand=-1791140142",8301.62
"62",62,62,1299067,632422,2010-04-05 09:56:39,2012-04-14 09:05:28,"04/14/2012 09:05:28 AM","Closed",NA,"PUC Sewer Ops","Catch Basin Maintenance","Maintenance","Maintenance","Intersection of MCKINNON AVE and PHELPS ST",10,"Bayview","(37.7379612799077, -122.392965224248)","Voice In",NA,37.7379612799077,-122.392965224248,60759809001,"94124","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.738603,-122.3923929,0,0,|&center=37.738603,-122.3923929&zoom=15&rand=-1056226479",17759.15
"63",63,63,745634,2615144,2013-07-18 10:59:06,2013-07-22 11:38:05,"07/22/2013 11:38:05 AM","Closed","DPT Abandoned Vehicles- Gone on arrival - 7-22-13  @ 1053  HRS # 229","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle","Abandoned Vehicle - Car4door","Burgundy  - Kia  - Spectra  - 6NAY144","1922 24TH AVE, SAN FRANCISCO, CA, 94116",4,"Outer Sunset","(37.751693284387, -122.481601199064)","Voice In",NA,37.751693284387,-122.481601199064,60750328021,"94116","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7519902,-122.4816866,0,0,|&center=37.7519902,-122.4816866&zoom=15&rand=-1112634005",96.65
"64",64,64,710865,2816675,2013-09-11 16:14:18,2013-09-16 07:27:30,"09/16/2013 07:27:30 AM","Closed","Case Completed - resolved:","DPW Ops Queue","Graffiti Public Property","Offensive Graffiti on Public Property","Signal_box - Offensive","Intersection of 7TH AVE and GEARY BLVD",1,"Inner Richmond","(37.7809654600975, -122.465352715259)","Web Self Service",NA,37.7809654600975,-122.465352715259,60750402001,"94118-1316","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.78067105,-122.465554663686,0,0,|&center=37.78067105,-122.465554663686&zoom=15&rand=-519282227",111.22
"65",65,65,404265,4158678,2014-10-30 06:41:24,2014-10-30 08:11:25,"10/30/2014 08:11:25 AM","Closed","Case is Invalid - no city can at this location","Recology_Overflowing","Street and Sidewalk Cleaning","Overflowing_City_Receptacle_or_Dumpster","Overflowing_City_Receptacle_or_Dumpster","Intersection of GODEUS ST and MISSION ST",9,"Bernal Heights","(37.7428211053069, -122.421680465869)","Open311",NA,37.7428211053069,-122.421680465869,60750253003,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7428706,-122.4214737,0,0,|&center=37.7428706,-122.4214737&zoom=15&rand=-512739398",1.5
"66",66,66,1272863,673159,2010-06-11 07:22:56,2010-06-15 06:17:05,"06/15/2010 06:17:05 AM","Closed",NA,"DPW Ops Queue","Street and Sidewalk Cleaning","Illegal_Dumping","Illegal_Dumping","554 GUERRERO ST, SAN FRANCISCO, CA, 94110",8,"Mission","(37.762251775146, -122.423987071961)","Voice In",NA,37.762251775146,-122.423987071961,60750207001,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7618153,-122.4237099,0,0,|&center=37.7618153,-122.4237099&zoom=15&rand=-592698181",94.9
"67",67,67,1334044,577892,2010-01-09 06:49:00,2010-06-08 20:29:00,"06/08/2010 08:29:00 PM","Closed",NA,"PG and E - Streetlights Queue","General Requests","puc - electric - request_for_service","puc - electric - request_for_service","Intersection of 4TH ST and HOWARD ST",6,"Financial District","(37.7832591640268, -122.402708081722)","Voice In",NA,37.7832591640268,-122.402708081722,60750615001,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7830309,-122.4028155,0,0,|&center=37.7830309,-122.4028155&zoom=15&rand=247176965",3612.67
"68",68,68,1533359,251122,2008-07-20 21:06:00,2008-09-18 07:49:00,"09/18/2008 07:49:00 AM","Closed",NA,"311 HA SR Queue","SFHA Requests","SFHA Priority - Urgent","Plumbers"," 330 CLEMENTINA ST, Apt 921, SAN FRANCISCO, CA, 94118",1,"Inner Richmond","(37.78326842, -122.462835143)","Voice In",NA,37.78326842,-122.462835143,60750401004,"94118","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7831431,-122.4628435,0,0,|&center=37.7831431,-122.4628435&zoom=15&rand=411693194",1426.72
"69",69,69,639232,3202516,2013-12-26 08:04:27,2013-12-26 11:39:24,"12/26/2013 11:39:24 AM","Closed","Case Completed - resolved: Pickup completed.","Recology_Abandoned","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","2424 FOLSOM ST, SAN FRANCISCO, CA, 94110",9,"Mission","(37.758414836766, -122.414843115946)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/52bc5385df86f2495ce3ed94/report.jpg",37.758414836766,-122.414843115946,60750228013,"94110","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7588137,-122.4147624,0,0,|&center=37.7588137,-122.4147624&zoom=15&rand=-2053834920",3.58
"70",70,70,816221,2148650,2013-03-20 10:10:29,2013-03-29 23:20:27,"03/29/2013 11:20:27 PM","Closed","Case Completed - resolved:","DPW Ops Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","3673 SACRAMENTO ST, SAN FRANCISCO, CA, 94118",2,NA,"(37.78716399, -122.453083859)","Voice In",NA,37.78716399,-122.453083859,60750133003,"94121","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7865288,-122.4532785,0,0,|&center=37.7865288,-122.4532785&zoom=15&rand=1934007232",229.17
"71",71,71,422101,4085769,2014-10-07 16:58:26,2014-10-08 02:34:58,"10/08/2014 02:34:58 AM","Closed","Case Completed - resolved: 10/98","DPW Ops Queue","Street and Sidewalk Cleaning","Hazardous Materials","Human Waste","Intersection of TEHAMA ST and 8TH ST",6,"South of Market","(37.7757938053201, -122.411069277528)","Voice In",NA,37.7757938053201,-122.411069277528,60750178022,"94103","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7754863,-122.411206508895,0,0,|&center=37.7754863,-122.411206508895&zoom=15&rand=-166804356",9.61
"72",72,72,875957,1740159,2012-11-30 10:26:00,2015-10-19 06:26:00,"10/19/2015 06:26:00 AM","Closed","Case Completed - resolved:  -  NTR: 982277","DPW BSM Queue","Street and Sidewalk Cleaning","General Cleaning","Other Loose Garbage","Intersection of 14TH ST and ROSEMONT PL",8,"Mission Dolores","(37.7679387135488, -122.425535948514)","Voice In",NA,37.7679387135488,-122.425535948514,60750202002,"94114","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7680173,-122.4243563,0,0,|&center=37.7680173,-122.4243563&zoom=15&rand=1021929199",25267
"73",73,73,340248,4395023,2015-01-15 08:05:00,2015-01-22 06:43:00,"01/22/2015 06:43:00 AM","Closed","DPT Abandoned Vehicles- Gone on arrival - 01/21/15 @1100    #129","DPT Abandoned Vehicles Work Queue","Abandoned Vehicle",NA,NA,"226 BEMIS ST, SAN FRANCISCO, CA, 94131",8,NA,"(37.736586616, -122.43179666)","Open311","http://mobile311.sfgov.org/media/san_francisco/report/photos/54b7e55adf865a1103981d62/report.jpg",37.736586616,-122.43179666,60750217003,"94131","http://open.mapquestapi.com/staticmap/v4/getmap?key=A6IMvezsRBvUx8gFnKtX7thKn26pELMf&type=map&size=225,160&pois=purple-1,37.7358984,-122.4324372,0,0,|&center=37.7358984,-122.4324372&zoom=15&rand=-357527112",166.63
